	days till	VIP	weekend	avg unsold price	avg sold price	Title	Price	startTime	endTime	link	subtitle	sold	# of ticket	Shuttle Passes	CAR CAMPING PASS	profit	ticketPrice	VIP Parking	PriceRange	profitpercent	profitloss	trend	junk
0	-12	0	1	841.3	0.0	Coachella Music Festival Weekend 1 with Beyoncé, Eminem, The Weeknd a... - Indio	841.3	2018-03-26T13:04:11.000Z	2018-04-25T13:04:11.000Z	http://www.ebay.com/itm/Coachella-Music-Festival-Weekend-1-Beyonce-Eminem-Weeknd-a-Indio-/222899167110	Empire Polo Field | General Admission Pass	0	1	0	0	412.3	841.3	0	33	0.961072261072	1	0	Coachella Music Festival  with Beyoncé, Eminem, The Weeknd a... - Indio
1	-5	0	2	487.833333333	0.0	Coachella Music Festival Weekend 2 with Beyoncé, Eminem, The Weeknd, ... - Indio	488.5	2018-03-26T23:04:19.000Z	2018-04-25T23:04:19.000Z	http://www.ebay.com/itm/Coachella-Music-Festival-Weekend-2-Beyonce-Eminem-Weeknd-Indio-/222899809574	Empire Polo Field | General Admission Pass	0	1	0	0	59.5	488.5	0	19	0.138694638695	1	0	Coachella Music Festival  with Beyoncé, Eminem, The Weeknd, ... - Indio
2	-5	0	2	487.833333333	0.0	Coachella TWO Gen Admission tickets with Shuttle (WEEKEND 2)	1100.0	2018-04-15T08:50:38.000Z	2018-04-25T08:50:38.000Z	http://www.ebay.com/itm/Coachella-TWO-Gen-Admission-tickets-Shuttle-WEEKEND-2-/282925805234	nan	0	2	1	0	46.0	475.0	0	19	0.107226107226	1	0	Coachella TWO Gen Admission tickets with Shuttle ()
3	-5	0	2	487.833333333	0.0	Coachella Weekend 2 - One GA ticket + Shuttle Pass	575.0	2018-04-18T00:49:02.000Z	2018-04-25T00:49:02.000Z	http://www.ebay.com/itm/Coachella-Weekend-2-One-GA-ticket-Shuttle-Pass-/263615024689	nan	0	1	1	0	71.0	500.0	0	20	0.165501165501	1	0	Coachella  - One GA ticket + Shuttle Pass
4	-5	1	2	450.0	0.0	COACHELLA VIP WEEKEND 2 SUNDAY ONLY	450.0	2018-04-18T04:14:12.000Z	2018-04-25T04:14:12.000Z	http://www.ebay.com/itm/COACHELLA-VIP-WEEKEND-2-SUNDAY-ONLY-/273165175703	nan	0	1	0	0	-549.0	450.0	0	18	-0.54954954955	-1	0	COACHELLA VIP  SUNDAY ONLY
5	-5	1	2	450.0	0.0	COACHELLA VIP WEEKEND 2 SUNDAY ONLY	450.0	2018-04-18T07:30:15.000Z	2018-04-25T07:30:15.000Z	http://www.ebay.com/itm/COACHELLA-VIP-WEEKEND-2-SUNDAY-ONLY-/273165383095	nan	0	1	0	0	-549.0	450.0	0	18	-0.54954954955	-1	0	COACHELLA VIP  SUNDAY ONLY
6	-4	0	2	592.7	0.0	coachella weekend 2 Ticket And Car Camping	690.0	2018-03-25T18:42:24.000Z	2018-04-24T18:42:24.000Z	http://www.ebay.com/itm/coachella-weekend-2-Ticket-And-Car-Camping-/132551487935	nan	0	1	0	1	148.0	577.0	0	23	0.344988344988	1	0	coachella  Ticket And Car Camping
7	-4	0	2	592.7	0.0	2 Coachella Wristband weekend 2 with Shuttle pass	1350.0	2018-04-17T06:34:26.000Z	2018-04-24T06:34:26.000Z	http://www.ebay.com/itm/2-Coachella-Wristband-weekend-2-Shuttle-pass-/253566930448	1350	0	2	1	0	171.0	600.0	0	24	0.398601398601	1	0	2 Coachella Wristband  with Shuttle pass
8	-4	0	2	592.7	0.0	Coachella 2018 Weekend 2 Ticket - 4/20-4/22  3-Day Wristband Pass 	1000.0	2018-04-17T18:46:52.000Z	2018-04-24T18:46:52.000Z	http://www.ebay.com/itm/Coachella-2018-Weekend-2-Ticket-4-20-4-22-3-Day-Wristband-Pass-/142761384617	nan	0	1	0	0	571.0	1000.0	0	40	1.331002331	1	0	Coachella   Ticket - -   Wristband Pass 
9	-4	0	2	592.7	0.0	2x Coachella Weekend 2 Tickets	975.0	2018-04-17T22:10:59.000Z	2018-04-24T22:10:59.000Z	http://www.ebay.com/itm/2x-Coachella-Weekend-2-Tickets-/332624140384	nan	0	2	0	0	58.5	487.5	0	19	0.136363636364	1	0	2x Coachella  Tickets
10	-4	0	2	592.7	0.0	(1) COACHELLA WEEKEND 2 GA WRISTBAND! See EMINEM LIVE!  Revivial!	299.0	2018-04-21T22:15:57.000Z	2018-04-24T22:15:57.000Z	http://www.ebay.com/itm/1-COACHELLA-WEEKEND-2-GA-WRISTBAND-See-EMINEM-LIVE-Revivial-/183190198727	nan	0	1	0	0	-130.0	299.0	0	11	-0.30303030303	-1	0	(1) COACHELLA  GA WRISTBAND! See EMINEM LIVE!  Revivial!
11	-4	1	2	740.82	0.0	2x VIP Coachella Weekend 2 Passes AND Car Camping Pass	1594.64	2018-04-14T18:38:26.000Z	2018-04-24T06:38:26.000Z	http://www.ebay.com/itm/2x-VIP-Coachella-Weekend-2-Passes-AND-Car-Camping-Pass-/112937721492	nan	0	2	0	1	-258.18	740.82	0	29	-0.258438438438	-1	0	2x VIP Coachella  Passes AND Car Camping Pass
12	-3	0	1	80.0	0.0	COACHELLA 2018 WEEKEND 1 SHUTTLE PASSES, 2 PASSES FOR SALE (4/13/18-4/15/18)	310.0	2018-04-09T17:17:29.000Z	2018-04-16T17:17:29.000Z	http://www.ebay.com/itm/COACHELLA-2018-WEEKEND-1-SHUTTLE-PASSES-2-PASSES-SALE-4-13-18-4-15-18-/202284378711	nan	0	2	1	0	-349.0	80.0	0	3	-0.81351981352	-1	23	COACHELLA   SHUTTLE PASSES, 2 PASSES FOR SALE (/18-/18)
13	-3	0	2	686.25	0.0	Coachella weekend 2	1300.0	2018-04-16T23:55:08.000Z	2018-04-23T23:55:08.000Z	http://www.ebay.com/itm/Coachella-weekend-2-/273163256766	nan	0	1	0	0	871.0	1300.0	0	52	2.0303030303	1	0	Coachella 
14	-3	0	2	686.25	0.0	Coachella 2018 Weekend 2 (APRIL 20-22) - 1 GA Wristbands in Original Box SHUTTLE	545.0	2018-04-20T05:35:07.000Z	2018-04-23T05:35:07.000Z	http://www.ebay.com/itm/Coachella-2018-Weekend-2-APRIL-20-22-1-GA-Wristbands-Original-Box-SHUTTLE-/302710871221	nan	0	1	1	0	41.0	470.0	0	18	0.0955710955711	1	0	Coachella   (APRIL -) - 1 GA Wristbands in Original Box SHUTTLE
15	-3	0	2	686.25	0.0	Coachella weekend 2 unregistered, can meet at the fest!	700.0	2018-04-20T19:19:36.000Z	2018-04-23T19:19:36.000Z	http://www.ebay.com/itm/Coachella-weekend-2-unregistered-can-meet-fest-/332627375900	nan	0	1	0	0	271.0	700.0	0	28	0.631701631702	1	0	Coachella  unregistered, can meet at the fest!
16	-3	0	2	686.25	0.0	Coachella Weekend 2 GA with Shuttle	350.0	2018-04-20T19:53:44.000Z	2018-04-23T19:53:44.000Z	http://www.ebay.com/itm/Coachella-Weekend-2-GA-Shuttle-/192517070076	nan	0	1	1	0	-154.0	275.0	0	11	-0.358974358974	-1	0	Coachella  GA with Shuttle
17	-3	1	2	450.0	0.0	COACHELLA VIP WEEKEND 2 SUNDAY ONLY	450.0	2018-04-18T08:43:05.000Z	2018-04-23T08:43:05.000Z	http://www.ebay.com/itm/COACHELLA-VIP-WEEKEND-2-SUNDAY-ONLY-/282929725485	nan	0	1	0	0	-549.0	450.0	0	18	-0.54954954955	-1	0	COACHELLA VIP  SUNDAY ONLY
18	-2	0	2	564.499444444	375.0	Coachella 2018 Weekend 2 GA Wristband (2) + Shuttle Pass(2) + Car Camping Pass	1200.0	2018-03-23T18:55:38.000Z	2018-04-22T18:55:38.000Z	http://www.ebay.com/itm/Coachella-2018-Weekend-2-GA-Wristband-2-Shuttle-Pass-2-Car-Camping-Pass-/323165427733	nan	0	2	1	1	39.5	468.5	0	18	0.0920745920746	1	100	Coachella   GA Wristband (2) + Shuttle Pass(2) + Car Camping Pass
19	-2	0	2	564.499444444	375.0	Coachella Valley Music Festival Weekend 2 2018 (2 GA + Shuttle)	900.0	2018-03-23T23:01:54.000Z	2018-04-22T23:01:54.000Z	http://www.ebay.com/itm/Coachella-Valley-Music-Festival-Weekend-2-2018-2-GA-Shuttle-/263566709345	nan	0	2	1	0	-54.0	375.0	0	15	-0.125874125874	-1	100	Coachella Valley Music Festival   (2 GA + Shuttle)
20	-2	0	2	564.499444444	375.0	Coachella Weekend 2 Ticket 	520.0	2018-03-23T23:50:06.000Z	2018-04-22T23:49:07.000Z	http://www.ebay.com/itm/Coachella-Weekend-2-Ticket-/112889094977	nan	0	1	0	0	91.0	520.0	0	20	0.212121212121	1	100	Coachella  Ticket 
21	-2	0	2	564.499444444	375.0	coachella weekend 2 	990.0	2018-04-16T04:55:24.000Z	2018-04-22T16:55:25.000Z	http://www.ebay.com/itm/coachella-weekend-2-/253563709448	nan	0	1	0	0	561.0	990.0	0	39	1.30769230769	1	100	coachella  
22	-2	0	2	564.499444444	375.0	Coachella weekend 2 tickets	1100.0	2018-04-17T02:28:42.000Z	2018-04-22T02:28:42.000Z	http://www.ebay.com/itm/Coachella-weekend-2-tickets-/232736867390	nan	0	1	0	0	671.0	1100.0	0	44	1.5641025641	1	100	Coachella  tickets
23	-2	0	2	564.499444444	375.0	2018 Coachella Music Festival Weekend 2 Wristbands - Less than Face Value!!!	400.0	2018-04-18T02:03:53.000Z	2018-04-22T14:03:54.000Z	http://www.ebay.com/itm/2018-Coachella-Music-Festival-Weekend-2-Wristbands-Less-than-Face-Value-/263613988270	Weekend 2 (4/20-4/22) Wristbands + Shuttle Passes	1	1	0	0	-29.0	400.0	0	16	-0.0675990675991	-1	100	 Coachella Music Festival  Wristbands - Less than Face Value!!!
24	-2	0	2	564.499444444	375.0	Coachella Festival 2018 Weekend 2 - GA Wristband + Shuttle Pass	460.0	2018-04-19T01:39:52.000Z	2018-04-22T01:39:52.000Z	http://www.ebay.com/itm/Coachella-Festival-2018-Weekend-2-GA-Wristband-Shuttle-Pass-/282930748365	nan	0	1	1	0	-44.0	385.0	0	15	-0.102564102564	-1	100	Coachella Festival   - GA Wristband + Shuttle Pass
25	-2	0	2	564.499444444	375.0	2 COACHELLA 2018 WEEKEND 2 GA TICKETs WRISTBAND W/ SHUTTLE PASSes 4/20-4/22	999.99	2018-04-19T17:19:17.000Z	2018-04-22T17:19:17.000Z	http://www.ebay.com/itm/2-COACHELLA-2018-WEEKEND-2-GA-TICKETs-WRISTBAND-W-SHUTTLE-PASSes-4-20-4-22-/142763684421	nan	0	2	1	0	-4.005	424.995	0	16	-0.00933566433566	-1	100	2 COACHELLA   GA TICKETs WRISTBAND W/ SHUTTLE PASSes -
26	-2	0	2	564.499444444	375.0	COACHELLA WEEKEND 2 W/1 CAMPING PASS **NOT ACTIVATED	430.0	2018-04-19T23:49:09.000Z	2018-04-22T23:49:09.000Z	http://www.ebay.com/itm/COACHELLA-WEEKEND-2-W-1-CAMPING-PASS-NOT-ACTIVATED-/202293293779	nan	0	1	0	1	-112.0	317.0	0	12	-0.261072261072	-1	100	COACHELLA  W/1 CAMPING PASS **NOT ACTIVATED
27	-2	0	2	564.499444444	375.0	2 Coachella weekend 2 wristbands (NOT ACTIVATED)	1000.0	2018-04-20T11:23:28.000Z	2018-04-22T23:23:23.000Z	http://www.ebay.com/itm/2-Coachella-weekend-2-wristbands-NOT-ACTIVATED-/253572344630	nan	0	2	0	0	71.0	500.0	0	20	0.165501165501	1	100	2 Coachella  wristbands (NOT ACTIVATED)
28	-2	0	2	564.499444444	375.0	2018 COACHELLA MUSIC FESTIVAL WEEKEND 2 SUNDAY ONLY V.I.P WRISTBANDS	350.0	2018-04-21T22:12:07.000Z	2018-04-22T18:04:12.000Z	http://www.ebay.com/itm/2018-COACHELLA-MUSIC-FESTIVAL-WEEKEND-2-SUNDAY-ONLY-V-I-P-WRISTBANDS-/222937634709	UP TO 6 AVAILABLE!!! BUY AS MANY AS YOU NEED	1	1	0	0	-79.0	350.0	0	14	-0.184149184149	-1	100	 COACHELLA MUSIC FESTIVAL  SUNDAY ONLY V.I.P WRISTBANDS
29	-2	1	1	302.5	0.0	VIP PARKING PASSES ONLY Coachella Music Festival Weekend 1 Tickets - Indio	452.5	2018-03-16T07:06:06.000Z	2018-04-15T07:06:06.000Z	http://www.ebay.com/itm/VIP-PARKING-PASSES-ONLY-Coachella-Music-Festival-Weekend-1-Tickets-Indio-/222885088830	Empire Polo Field Parking Lots | VIP Parking	0	1	0	0	-696.5	302.5	1	12	-0.697197197197	-1	45	VIP PARKING PASSES ONLY Coachella Music Festival  Tickets - Indio
30	-2	1	2	750.0	360.0	Coachella Weekend 2 vip X 2 Urgent Sale	1500.0	2018-04-19T23:06:22.000Z	2018-04-22T23:06:22.000Z	http://www.ebay.com/itm/Coachella-Weekend-2-vip-X-2-Urgent-Sale-/263619806450	nan	0	2	0	0	-249.0	750.0	0	30	-0.249249249249	-1	100	Coachella  vip X 2 Urgent Sale
31	-2	1	2	750.0	360.0	Coachella VIP Wristband Weekend 2  Unregistered	360.0	2018-04-22T17:28:47.000Z	2018-04-22T21:08:02.000Z	http://www.ebay.com/itm/Coachella-VIP-Wristband-Weekend-2-Unregistered-/202295603078	nan	1	1	0	0	-639.0	360.0	0	14	-0.63963963964	-1	100	Coachella VIP Wristband   Unregistered
32	-1	0	1	583.0	1387.5	Coachella Weekend 1 - Baymont Inn & Suites Palm Springs Hotel Room 4/13 + 4/14 	1000.0	2018-04-11T00:53:23.000Z	2018-04-14T00:53:23.000Z	http://www.ebay.com/itm/Coachella-Weekend-1-Baymont-Inn-Suites-Palm-Springs-Hotel-Room-4-13-4-14-/222919079133	nan	0	1	0	0	571.0	1000.0	0	40	1.331002331	1	30	Coachella  - Baymont Inn & Suites Palm Springs Hotel Room  +  
33	-1	0	1	583.0	1387.5	Hotel for Weekend 1 Coachella -- 2 BEDS- SOLD OUT	999.0	2018-04-13T05:53:29.000Z	2018-04-14T05:53:29.000Z	http://www.ebay.com/itm/Hotel-Weekend-1-Coachella-2-BEDS-SOLD-OUT-/222921972710	nan	0	2	0	0	70.5	499.5	0	19	0.164335664336	1	30	Hotel for  Coachella -- 2 BEDS- SOLD OUT
34	-1	0	1	583.0	1387.5	Coachella weekend 1 ga	1275.0	2018-04-13T10:23:33.000Z	2018-04-14T10:23:33.000Z	http://www.ebay.com/itm/Coachella-weekend-1-ga-/263605174758	nan	1	1	0	0	846.0	1275.0	0	51	1.97202797203	1	30	Coachella  ga
35	-1	0	1	583.0	1387.5	Hotel for Weekend 1 Coachella -- 2 BEDS- 3 miles from VENUE!!!! Windy / no SAND!	499.0	2018-04-13T23:20:49.000Z	2018-04-14T23:20:49.000Z	http://www.ebay.com/itm/Hotel-Weekend-1-Coachella-2-BEDS-3-miles-VENUE-Windy-no-SAND-/222923000429	Make me an offer via Ebay!	0	2	0	0	-179.5	249.5	0	9	-0.418414918415	-1	30	Hotel for  Coachella -- 2 BEDS- 3 miles from VENUE!!!! Windy / no SAND!
36	-1	0	1	583.0	1387.5	Coachella 2018 weekend 1 Wristband (All Access)	1500.0	2018-04-14T21:10:56.000Z	2018-04-14T21:15:08.000Z	http://www.ebay.com/itm/Coachella-2018-weekend-1-Wristband-All-Access-/282925335919	nan	1	1	0	0	1071.0	1500.0	0	60	2.4965034965	1	30	Coachella   Wristband (All Access)
37	-1	0	2	587.583333333	584.99	(2) Coachella Weekend two GA passes with car camp and shuttle pass	1175.0	2018-03-22T03:41:57.000Z	2018-04-21T03:41:57.000Z	http://www.ebay.com/itm/2-Coachella-Weekend-two-GA-passes-car-camp-and-shuttle-pass-/323161719946	nan	0	2	1	1	27.0	456.0	0	18	0.0629370629371	1	88	(2) Coachella  GA passes with car camp and shuttle pass
38	-1	0	2	587.583333333	584.99	Coachella 2018 Weekend 2 (2 tickets + 2 Shuttle Pass + 3 nights Marriott Hotel)	2200.0	2018-03-22T09:25:03.000Z	2018-04-21T09:25:03.000Z	http://www.ebay.com/itm/Coachella-2018-Weekend-2-2-tickets-2-Shuttle-Pass-3-nights-Marriott-Hotel-/112885291712	nan	0	2	1	0	596.0	1025.0	0	41	1.38927738928	1	88	Coachella   (2 tickets + 2 Shuttle Pass + 3 nights Marriott Hotel)
39	-1	0	2	587.583333333	584.99	2 Coachella weekend 2 passes + camping pass  $1200	1200.0	2018-03-23T08:05:11.000Z	2018-04-21T20:05:12.000Z	http://www.ebay.com/itm/2-Coachella-weekend-2-passes-camping-pass-1200-/323163411203	nan	0	2	0	1	114.5	543.5	0	21	0.2668997669	1	88	2 Coachella  passes + camping pass  $10
40	-1	0	2	587.583333333	584.99	Coachella Weekend 2 GA plus Shuttle Pass	550.0	2018-04-14T15:43:56.000Z	2018-04-21T03:43:57.000Z	http://www.ebay.com/itm/Coachella-Weekend-2-GA-plus-Shuttle-Pass-/253560429252	nan	0	1	1	0	46.0	475.0	0	19	0.107226107226	1	88	Coachella  GA plus Shuttle Pass
41	-1	0	2	587.583333333	584.99	MARRIOTT DESERT SPRINGS VILLAS I Coachella Weekend 2 April 16-23 (7 Nights)	599.0	2018-04-14T15:57:09.000Z	2018-04-21T15:57:09.000Z	http://www.ebay.com/itm/MARRIOTT-DESERT-SPRINGS-VILLAS-Coachella-Weekend-2-April-16-23-7-Nights-/202288589909	nan	0	1	0	0	170.0	599.0	0	23	0.39627039627	1	88	MARRIOTT DESERT SPRINGS VILLAS I Coachella  April 16- (7 Nights)
42	-1	0	2	587.583333333	584.99	Coachella Weekend 2 Ticket 	460.0	2018-04-14T16:11:17.000Z	2018-04-21T04:11:18.000Z	http://www.ebay.com/itm/Coachella-Weekend-2-Ticket-/263606701309	nan	0	1	0	0	31.0	460.0	0	18	0.0722610722611	1	88	Coachella  Ticket 
43	-1	0	2	587.583333333	584.99	Coachella Weekend 2 (2) Tickets 	1500.0	2018-04-14T18:15:24.000Z	2018-04-21T18:15:24.000Z	http://www.ebay.com/itm/Coachella-Weekend-2-2-Tickets-/253561971653	nan	0	2	0	0	321.0	750.0	0	30	0.748251748252	1	88	Coachella  (2) Tickets 
44	-1	0	2	587.583333333	584.99	Coachella Weekend 2 Ticket (3 Day Pass) + shuttle pass 	480.0	2018-04-15T06:21:59.000Z	2018-04-21T18:21:59.000Z	http://www.ebay.com/itm/Coachella-Weekend-2-Ticket-3-Day-Pass-shuttle-pass-/112938896280	nan	0	1	1	0	-24.0	405.0	0	16	-0.0559440559441	-1	88	Coachella  Ticket () + shuttle pass 
45	-1	0	2	587.583333333	584.99	Coachella weekend 2	1100.0	2018-04-15T10:38:38.000Z	2018-04-21T22:38:39.000Z	http://www.ebay.com/itm/Coachella-weekend-2-/253562325895	nan	0	1	0	0	671.0	1100.0	0	44	1.5641025641	1	88	Coachella 
46	-1	0	2	587.583333333	584.99	Coachella Weekend 2 with Shuttle	659.99	2018-04-16T13:43:37.000Z	2018-04-21T13:43:37.000Z	http://www.ebay.com/itm/Coachella-Weekend-2-Shuttle-/282927344816	nan	1	1	1	0	155.99	584.99	0	23	0.363613053613	1	88	Coachella  with Shuttle
47	-1	0	2	587.583333333	584.99	Coachella 2018 Weekend 2 GA Wristband (1) + (1) Shuttle Pass	500.0	2018-04-17T11:04:00.000Z	2018-04-21T23:04:00.000Z	http://www.ebay.com/itm/Coachella-2018-Weekend-2-GA-Wristband-1-1-Shuttle-Pass-/253566383307	nan	0	1	1	0	-4.0	425.0	0	17	-0.00932400932401	-1	88	Coachella   GA Wristband (1) + (1) Shuttle Pass
48	-1	0	2	587.583333333	584.99	2 GA COACHELLA Weekend 2 tickets with Shuttle	975.0	2018-04-18T04:59:46.000Z	2018-04-21T04:59:46.000Z	http://www.ebay.com/itm/2-GA-COACHELLA-Weekend-2-tickets-Shuttle-/112946848403	nan	0	2	1	0	-16.5	412.5	0	16	-0.0384615384615	-1	88	2 GA COACHELLA  tickets with Shuttle
49	-1	0	2	587.583333333	584.99	2 GA COACHELLA Weekend 2 tickets with Shuttle	950.0	2018-04-18T05:00:13.000Z	2018-04-21T05:00:13.000Z	http://www.ebay.com/itm/2-GA-COACHELLA-Weekend-2-tickets-Shuttle-/112946848575	nan	0	2	1	0	-29.0	400.0	0	16	-0.0675990675991	-1	88	2 GA COACHELLA  tickets with Shuttle
50	-1	1	2	1450.0	0.0	2018 VIP COACHELLA WEEKEND 2	1450.0	2018-04-15T10:50:28.000Z	2018-04-21T22:50:29.000Z	http://www.ebay.com/itm/2018-VIP-COACHELLA-WEEKEND-2-/192510964561	nan	0	1	0	0	451.0	1450.0	0	58	0.451451451451	1	88	 VIP COACHELLA 
51	0	0	1	549.5	806.428571429	Hotel for Weekend 1 Coachella -- 2 BEDS- SOLD OUT	1099.0	2018-04-10T05:03:05.000Z	2018-04-13T05:03:05.000Z	http://www.ebay.com/itm/Hotel-Weekend-1-Coachella-2-BEDS-SOLD-OUT-/222917877411	nan	0	2	0	0	120.5	549.5	0	21	0.280885780886	1	43	Hotel for  Coachella -- 2 BEDS- SOLD OUT
52	0	0	1	549.5	806.428571429	Coachella Weekend 1 pass 4/13-4/16	800.0	2018-04-10T09:40:39.000Z	2018-04-13T01:40:37.000Z	http://www.ebay.com/itm/Coachella-Weekend-1-pass-4-13-4-16-/183171481640	nan	1	1	0	0	371.0	800.0	0	32	0.864801864802	1	43	Coachella  pass -16
53	0	0	1	549.5	806.428571429	1 Coachella Weekend 1 GA General Admission Wristband 4/13-15  PICKUP	845.0	2018-04-13T00:25:37.000Z	2018-04-13T07:21:04.000Z	http://www.ebay.com/itm/1-Coachella-Weekend-1-GA-General-Admission-Wristband-4-13-15-PICKUP-/302703285976	nan	1	1	0	0	416.0	845.0	0	33	0.969696969697	1	43	1 Coachella  GA General Admission Wristband -  PICKUP
54	0	0	1	549.5	806.428571429	1 Coachella Weekend 1 GA General Admission Wristband 4/13-15  PICKUP	745.0	2018-04-13T00:26:23.000Z	2018-04-13T17:49:50.000Z	http://www.ebay.com/itm/1-Coachella-Weekend-1-GA-General-Admission-Wristband-4-13-15-PICKUP-/302703286663	PICKUP Location is IN COACHELLA Today on FRIDAY 4/13	1	1	0	0	316.0	745.0	0	29	0.736596736597	1	43	1 Coachella  GA General Admission Wristband -  PICKUP
55	0	0	1	549.5	806.428571429	2 Coachella 2018 - Weekend 1 GA Wristbands	1700.0	2018-04-13T03:19:58.000Z	2018-04-13T03:39:22.000Z	http://www.ebay.com/itm/2-Coachella-2018-Weekend-1-GA-Wristbands-/222921829300	nan	1	2	0	0	421.0	850.0	0	34	0.981351981352	1	43	2 Coachella  -  GA Wristbands
56	0	0	1	549.5	806.428571429	Coachella Weekend 1 GA/General Admission Ticket	780.0	2018-04-13T09:18:19.000Z	2018-04-13T12:43:01.000Z	http://www.ebay.com/itm/Coachella-Weekend-1-GA-General-Admission-Ticket-/253558832678	nan	1	1	0	0	351.0	780.0	0	31	0.818181818182	1	43	Coachella  GA/General Admission Ticket
57	0	0	1	549.5	806.428571429	1 Coachella 2018 Weekend 1 April 15 GA Pass Wristband	880.0	2018-04-13T11:11:35.000Z	2018-04-13T12:43:40.000Z	http://www.ebay.com/itm/1-Coachella-2018-Weekend-1-April-15-GA-Pass-Wristband-/282922880647	nan	1	1	0	0	451.0	880.0	0	35	1.05128205128	1	43	1 Coachella   April  GA Pass Wristband
58	0	0	1	549.5	806.428571429	1 Coachella Weekend 1 GA General Admission Wristband 4/13-15  PICKUP	745.0	2018-04-13T16:32:33.000Z	2018-04-13T17:17:28.000Z	http://www.ebay.com/itm/1-Coachella-Weekend-1-GA-General-Admission-Wristband-4-13-15-PICKUP-/302704011067	PICKUP Location is IN COACHELLA Today on FRIDAY 4/13	1	1	0	0	316.0	745.0	0	29	0.736596736597	1	43	1 Coachella  GA General Admission Wristband -  PICKUP
59	0	0	2	513.61875	389.342727273	Coachella 2018 WEEKEND 2 Wristband  (Permit 1: Has Not Been Activated)	400.0	2018-04-10T17:30:37.000Z	2018-04-20T17:30:37.000Z	http://www.ebay.com/itm/Coachella-2018-WEEKEND-2-Wristband-Permit-1-Has-Not-Been-Activated-/112929424817	Beyoncé Performing in Indio, CA	1	1	0	0	-29.0	400.0	0	16	-0.0675990675991	-1	72	Coachella   Wristband  (Permit 1: Has Not Been Activated)
60	0	0	2	513.61875	389.342727273	coachella weekend 2	310.0	2018-04-11T09:36:14.000Z	2018-04-20T21:36:15.000Z	http://www.ebay.com/itm/coachella-weekend-2-/273152307557	nan	1	1	0	0	-119.0	310.0	0	12	-0.277389277389	-1	72	coachella 
61	0	0	2	513.61875	389.342727273	Coachella 2018 Weekend 2 GA+Shuttle 2 Tickets	770.0	2018-04-13T01:54:00.000Z	2018-04-20T01:54:00.000Z	http://www.ebay.com/itm/Coachella-2018-Weekend-2-GA-Shuttle-2-Tickets-/183176357865	2 Coachella Weekend 2 GA + Shuttle passes	1	2	1	0	-119.0	310.0	0	12	-0.277389277389	-1	72	Coachella   GA+Shuttle 2 Tickets
62	0	0	2	513.61875	389.342727273	COACHELLA 2018! WEEKEND 2 - APR 20-22 - 2 Admission Tickets	1506.95	2018-04-13T14:46:59.000Z	2018-04-20T14:46:59.000Z	http://www.ebay.com/itm/COACHELLA-2018-WEEKEND-2-APR-20-22-2-Admission-Tickets-/323206899707	nan	0	2	0	0	324.475	753.475	0	30	0.756351981352	1	72	COACHELLA !  - APR - - 2 Admission Tickets
63	0	0	2	513.61875	389.342727273	COACHELLA 2018! WEEKEND 2 - APR 20-22 - 2 Admission Tickets	1006.95	2018-04-13T15:13:21.000Z	2018-04-20T15:13:21.000Z	http://www.ebay.com/itm/COACHELLA-2018-WEEKEND-2-APR-20-22-2-Admission-Tickets-/323206935421	nan	0	2	0	0	74.475	503.475	0	20	0.173601398601	1	72	COACHELLA !  - APR - - 2 Admission Tickets
64	0	0	2	513.61875	389.342727273	Coachella ticket weekend 2	465.0	2018-04-13T18:45:32.000Z	2018-04-20T06:45:29.000Z	http://www.ebay.com/itm/Coachella-ticket-weekend-2-/123075115416	$470 	0	1	0	0	36.0	465.0	0	18	0.0839160839161	1	72	Coachella ticket 
65	0	0	2	513.61875	389.342727273	Coachella Weekend 2 and Shuttle (two tickets and shuttle passes)	860.0	2018-04-13T20:03:25.000Z	2018-04-20T20:03:25.000Z	http://www.ebay.com/itm/Coachella-Weekend-2-and-Shuttle-two-tickets-and-shuttle-passes-/162997520200	nan	1	2	1	0	-74.0	355.0	0	14	-0.172494172494	-1	72	Coachella  and Shuttle (two tickets and shuttle passes)
66	0	0	2	513.61875	389.342727273	1 GENERAL ADMISSION COACHELLA WEEKEND 2 TICKET  W/ CAR CAMPING PASS	600.0	2018-04-16T10:44:33.000Z	2018-04-20T22:44:34.000Z	http://www.ebay.com/itm/1-GENERAL-ADMISSION-COACHELLA-WEEKEND-2-TICKET-W-CAR-CAMPING-PASS-/302706275404	nan	0	1	0	1	58.0	487.0	0	19	0.135198135198	1	72	1 GENERAL ADMISSION COACHELLA  TICKET  W/ CAR CAMPING PASS
67	0	0	2	513.61875	389.342727273	1 GENERAL ADMISSION COACHELLA WEEKEND 2 TICKET 	500.0	2018-04-16T10:46:17.000Z	2018-04-20T22:46:18.000Z	http://www.ebay.com/itm/1-GENERAL-ADMISSION-COACHELLA-WEEKEND-2-TICKET-/302706276772	nan	0	1	0	0	71.0	500.0	0	20	0.165501165501	1	72	1 GENERAL ADMISSION COACHELLA  TICKET 
68	0	0	2	513.61875	389.342727273	Coachella 2018 weekend 2	368.0	2018-04-16T23:56:56.000Z	2018-04-20T03:09:33.000Z	http://www.ebay.com/itm/Coachella-2018-weekend-2-/163002946283	nan	1	1	0	0	-61.0	368.0	0	14	-0.142191142191	-1	72	Coachella  
